property_id,micro_market,sector,latitude,longitude,distance_to_center_km,rooms,floor_area_m2,quality_score,building_age_years,amenity_density,local_tax_rate,income_zone_rating,transit_proximity_score,green_space_ratio,crime_index,school_rating,noise_level_db,energy_label,parking_available,has_balcony,last_renovation_year,valuation_eur
PROP-02582,North,Social Rental,52.411903,4.911201,4.99,3,88.3,0.237,11,0.4959,0.003287,2,0.3308,0.2502,0.5517,3.4,52.4,3,1,1,2024,225700.0
PROP-02583,West,Home Ownership,52.366746,4.851307,4.86,4,125.3,0.7169,72,0.5672,0.003734,4,0.3364,0.2054,0.1516,4.4,51.0,7,0,1,1959,544300.0
PROP-02584,North,Social Rental,52.399213,4.928713,4.95,4,115.1,0.1473,98,0.4395,0.003508,3,0.3943,0.5854,0.1489,3.6,57.5,6,1,1,1928,208200.0
PROP-02585,South,Home Ownership,52.329823,4.882721,4.66,4,134.4,0.9988,83,0.9187,0.004319,3,0.4502,0.5748,0.1857,8.6,45.1,5,1,1,1944,939900.0
PROP-02586,West,Private Rental,52.392698,4.849329,5.66,2,61.0,0.5605,5,0.7744,0.003655,3,0.21,0.1391,0.2021,5.9,70.4,1,0,0,2024,377300.0
PROP-02587,Center,Home Ownership,52.382072,4.882177,1.95,2,82.2,0.9039,97,0.8744,0.004185,4,1.0,0.3391,0.0366,5.8,34.9,4,0,0,1944,820600.0
PROP-02588,East,Social Rental,52.374481,4.945645,5.64,2,72.9,0.7795,1,0.6936,0.004143,4,0.3419,0.015,0.2847,4.9,54.8,2,1,1,2024,319400.0
PROP-02589,East,Social Rental,52.363622,4.958656,7.1,2,48.4,0.6298,28,0.522,0.003569,3,0.0,0.2312,0.3333,4.5,67.9,5,0,1,2002,252000.0
PROP-02590,East,Home Ownership,52.365356,4.945629,5.64,2,56.1,0.8341,25,0.6715,0.003585,4,0.3533,0.3669,0.2603,6.9,57.2,3,1,1,2004,529900.0
PROP-02591,Center,Social Rental,52.366437,4.905097,1.19,2,52.3,0.9762,42,0.8814,0.004718,4,0.8491,0.4107,0.0,7.7,51.8,5,0,1,1988,409500.0
PROP-02592,East,Social Rental,52.377226,4.943801,5.48,3,87.4,0.2422,19,0.665,0.003841,3,0.3696,0.3507,0.1941,4.6,41.7,3,0,0,2024,262600.0
PROP-02593,North,Social Rental,52.423049,4.917055,6.38,3,64.0,0.7409,21,0.5642,0.003056,3,0.2102,0.169,0.302,4.9,64.8,3,0,1,2008,250900.0
PROP-02594,West,Social Rental,52.368321,4.821301,8.18,3,73.0,0.6385,2,0.6614,0.003933,3,0.0,0.3786,0.2473,5.0,72.9,2,1,1,2023,310000.0
PROP-02595,South,Home Ownership,52.358847,4.884499,1.7,3,65.4,0.3902,13,0.6625,0.004214,4,0.7183,0.3605,0.2081,5.8,45.1,2,1,1,2021,458300.0
PROP-02596,East,Social Rental,52.370967,4.937232,4.69,3,82.0,0.5338,38,0.6391,0.003786,4,0.59,0.2578,0.1033,2.9,64.4,5,1,0,1990,293200.0
PROP-02597,North,Private Rental,52.391026,4.914736,3.2,3,87.6,0.7099,40,0.4864,0.003573,3,0.6735,0.4848,0.2,4.8,38.6,5,1,0,1984,367800.0
PROP-02598,West,Private Rental,52.369236,4.836535,6.49,3,106.4,0.5922,120,0.6115,0.003685,3,0.2893,0.1585,0.2652,6.9,61.9,5,1,1,1925,361700.0
PROP-02599,South,Social Rental,52.334529,4.875155,4.51,4,92.2,0.1595,53,0.6019,0.0045,4,0.5599,0.3955,0.1753,5.9,41.2,5,1,0,1972,297400.0
PROP-02600,East,Home Ownership,52.366772,4.949302,6.04,5,143.2,0.9287,2,0.6117,0.003585,4,0.4223,0.5042,0.193,6.9,61.4,3,0,1,2024,973200.0
PROP-02601,West,Social Rental,52.356857,4.839934,6.28,3,76.7,0.1127,10,0.6031,0.004202,4,0.2301,0.191,0.2764,5.3,57.9,3,1,1,2020,245800.0
PROP-02602,North,Social Rental,52.411237,4.909022,4.83,4,121.2,0.055,2,0.4088,0.003683,3,0.3045,0.6584,0.4269,3.1,51.0,2,0,1,2024,216300.0
PROP-02603,East,Social Rental,52.364634,4.940088,5.04,4,120.3,0.7145,76,0.6533,0.004063,3,0.3153,0.2082,0.1361,6.8,65.3,4,0,1,1948,319100.0
PROP-02604,South,Social Rental,52.343032,4.886327,3.14,2,71.8,0.2485,30,0.622,0.004277,4,0.5749,0.3847,0.0919,6.8,39.1,6,1,0,2006,279200.0
PROP-02605,East,Private Rental,52.375852,4.927354,3.65,4,142.0,0.8623,14,0.5958,0.00393,3,0.5141,0.1738,0.1464,7.7,49.7,2,0,1,2024,636900.0
PROP-02606,West,Social Rental,52.354296,4.858109,4.45,2,79.0,0.7586,16,0.791,0.00392,4,0.604,0.4442,0.2496,5.1,44.8,3,1,1,2011,298800.0
PROP-02607,North,Social Rental,52.396674,4.892347,2.98,3,86.0,0.9317,17,0.3779,0.003816,3,0.5485,0.3646,0.2937,4.3,58.4,5,1,1,2011,300700.0
PROP-02608,South,Private Rental,52.32669,4.914985,5.29,2,49.2,0.6006,1,0.8293,0.004763,4,0.306,0.3049,0.0712,3.2,60.4,2,1,0,2024,480800.0
PROP-02609,West,Home Ownership,52.350685,4.865313,3.93,5,108.3,0.3845,67,0.7105,0.003504,3,0.5875,0.2622,0.1988,3.0,43.9,6,1,1,1962,404700.0
PROP-02610,East,Home Ownership,52.36123,4.93794,4.86,5,151.8,0.8329,13,0.6411,0.004494,3,0.3554,0.1628,0.0395,5.8,65.4,3,1,1,2021,994400.0
PROP-02611,North,Social Rental,52.406497,4.887652,4.13,3,90.6,0.34,14,0.3561,0.003701,3,0.3168,0.4373,0.1442,5.0,50.8,3,1,0,2018,217800.0
PROP-02612,East,Home Ownership,52.369678,4.93176,4.08,3,87.9,0.968,17,0.6335,0.003758,4,0.377,0.4274,0.1587,3.1,56.6,2,0,1,2016,740800.0
PROP-02613,South,Private Rental,52.353959,4.901871,1.94,2,60.6,0.8318,7,0.7435,0.00409,4,0.6883,0.3495,0.0103,6.3,46.7,1,0,1,2024,542700.0
PROP-02614,East,Social Rental,52.377166,4.944629,5.57,4,134.2,0.7204,83,0.6331,0.004173,3,0.2431,0.3329,0.2184,4.7,57.6,5,0,1,1950,332600.0
PROP-02615,North,Social Rental,52.405608,4.904817,4.1,3,99.5,0.0918,53,0.5351,0.003656,3,0.3609,0.4369,0.1895,2.8,57.2,7,0,1,1983,187100.0
PROP-02616,East,Home Ownership,52.371218,4.920641,2.85,5,114.3,0.3746,26,0.724,0.003902,3,0.5824,0.3741,0.0,3.5,51.4,4,0,1,2009,472200.0
PROP-02617,West,Social Rental,52.385595,4.840945,6.24,2,66.6,0.8814,20,0.5821,0.003972,3,0.2794,0.28,0.3551,6.7,57.4,5,1,1,2024,301500.0
PROP-02618,Center,Home Ownership,52.384893,4.928078,4.03,3,86.6,0.7739,11,0.9016,0.003922,4,0.4145,0.3368,0.1281,5.7,45.1,4,0,0,2024,715900.0
PROP-02619,South,Private Rental,52.346575,4.906964,2.92,4,105.0,0.5902,17,0.7337,0.004514,4,0.7634,0.3897,0.2519,4.3,62.0,3,1,0,2024,615300.0
PROP-02620,East,Social Rental,52.380023,4.934874,4.56,5,162.7,0.5477,24,0.6638,0.004291,3,0.3951,0.1627,0.1885,3.1,64.5,2,0,1,2012,393600.0
PROP-02621,West,Home Ownership,52.373335,4.821325,8.19,3,74.5,0.7136,23,0.5733,0.004008,3,0.0,0.4829,0.188,7.1,66.4,4,0,0,2014,510400.0
PROP-02622,South,Social Rental,52.348932,4.886026,2.54,2,69.2,0.8458,12,0.8739,0.00453,4,0.6476,0.2875,0.1927,5.7,52.7,3,0,0,2014,358900.0
PROP-02623,North,Home Ownership,52.393932,4.925447,4.3,5,158.4,0.6489,66,0.3778,0.003535,2,0.3801,0.3204,0.1781,6.4,51.0,6,0,0,1960,634800.0
PROP-02624,Center,Home Ownership,52.379833,4.88543,1.52,5,151.6,0.128,7,0.856,0.004698,4,0.7227,0.4824,0.1971,6.8,66.3,1,1,0,2018,669800.0
PROP-02625,East,Social Rental,52.356273,4.940596,5.29,2,73.0,0.8955,23,0.5477,0.003907,2,0.3099,0.4447,0.0265,5.2,49.0,3,0,1,2022,325700.0
PROP-02626,West,Home Ownership,52.399615,4.847555,6.21,4,129.6,0.3848,23,0.4806,0.003477,3,0.2719,0.4449,0.3534,3.9,64.8,2,1,1,2017,598400.0
PROP-02627,West,Home Ownership,52.371537,4.865063,3.33,4,122.2,0.0311,63,0.6393,0.0035,3,0.53,0.3771,0.1244,4.8,51.1,4,0,1,1973,357000.0
PROP-02628,South,Social Rental,52.331149,4.890651,4.34,5,98.7,0.8966,45,0.7017,0.004067,3,0.5012,0.2958,0.274,4.7,55.1,5,0,1,1982,444900.0
PROP-02629,West,Social Rental,52.366071,4.84522,5.54,3,84.0,0.9152,30,0.6408,0.004147,3,0.3367,0.2631,0.2054,3.0,58.6,4,0,0,2006,301500.0
PROP-02630,South,Social Rental,52.352893,4.894444,1.9,3,86.2,0.7891,16,0.7245,0.004796,3,0.6282,0.2059,0.112,5.7,56.0,3,1,1,2022,423200.0
PROP-02631,East,Social Rental,52.382783,4.948598,6.12,3,71.4,0.988,26,0.6739,0.004012,3,0.2744,0.1059,0.069,6.0,65.5,4,1,0,1998,343200.0
PROP-02632,South,Social Rental,52.331436,4.909021,4.55,2,55.5,0.785,20,0.5993,0.004593,4,0.5038,0.4116,0.2842,7.5,60.6,3,1,0,2005,345000.0
PROP-02633,South,Home Ownership,52.344686,4.872994,3.72,5,110.5,0.5597,33,0.7317,0.00443,4,0.7023,0.2361,0.1925,7.5,57.7,5,1,1,2017,802600.0
PROP-02634,East,Social Rental,52.377505,4.905613,1.44,2,43.8,0.0985,21,0.6396,0.004101,3,0.8491,0.0724,0.1668,4.8,57.9,4,0,1,2004,214600.0
PROP-02635,West,Home Ownership,52.365857,4.861364,3.76,4,86.2,0.5627,31,0.5738,0.003921,3,0.5777,0.251,0.1699,4.4,46.5,5,0,0,2002,535300.0
PROP-02636,South,Home Ownership,52.331888,4.8809,4.51,3,68.6,0.5281,36,0.7853,0.004483,3,0.4459,0.1005,0.1176,8.1,54.3,6,1,1,2004,427900.0
PROP-02637,Center,Social Rental,52.37275,4.880473,1.64,3,84.2,0.2924,18,0.9535,0.004453,4,0.7518,0.3865,0.1441,5.1,41.2,4,0,0,2010,366200.0
PROP-02638,East,Social Rental,52.359785,4.900682,1.3,4,127.5,0.1185,22,0.5981,0.003753,4,0.9065,0.1675,0.0261,4.2,55.5,4,1,1,2013,304300.0
PROP-02639,East,Social Rental,52.358223,4.934603,4.59,2,63.0,0.0455,89,0.6609,0.00399,3,0.3722,0.3274,0.1025,5.1,50.6,5,0,0,1939,183400.0
PROP-02640,South,Social Rental,52.313527,4.869997,6.86,4,133.5,0.3313,38,0.7703,0.004496,4,0.0,0.3793,0.106,7.6,64.0,5,0,1,1997,344300.0
PROP-02641,West,Social Rental,52.377381,4.86764,3.15,3,77.2,0.4464,12,0.6829,0.003787,3,0.5359,0.6133,0.3406,5.3,50.7,4,0,1,2018,290800.0
PROP-02642,East,Social Rental,52.373418,4.922814,3.11,4,120.2,0.4129,20,0.5123,0.003736,2,0.6731,0.158,0.1709,5.1,60.3,2,0,1,2013,338200.0
PROP-02643,Center,Social Rental,52.360394,4.914626,2.43,2,52.6,0.6486,18,0.9407,0.003998,4,0.6886,0.1832,0.2629,9.8,45.5,2,1,0,2008,369000.0
PROP-02644,North,Social Rental,52.41067,4.911338,4.87,2,68.1,0.7666,26,0.4167,0.003748,4,0.4405,0.6639,0.0889,1.6,59.0,3,0,0,2000,229900.0
PROP-02645,Center,Home Ownership,52.354298,4.887613,1.93,5,125.7,0.6803,3,0.9035,0.00406,4,0.7003,0.3034,0.072,6.2,47.4,2,1,0,2024,1163100.0
PROP-02646,South,Social Rental,52.320891,4.878136,5.76,3,95.1,0.0293,29,0.7008,0.004275,4,0.2723,0.3833,0.1921,6.5,63.2,3,1,0,2024,282600.0
PROP-02647,East,Home Ownership,52.388066,4.926363,4.02,4,128.8,0.8953,70,0.6158,0.00431,4,0.4715,0.2287,0.1774,3.8,39.7,4,1,0,1973,753100.0
PROP-02648,East,Home Ownership,52.359525,4.955579,6.82,3,103.6,0.8347,25,0.668,0.003762,4,0.1043,0.2207,0.2258,4.6,52.6,4,1,1,2007,708900.0
PROP-02649,South,Home Ownership,52.312236,4.880925,6.6,4,114.7,0.2573,7,0.7376,0.003719,3,0.1314,0.478,0.2125,8.2,58.8,2,0,1,2024,478600.0
PROP-02650,East,Social Rental,52.365852,4.922197,3.05,2,65.0,0.5143,20,0.5994,0.004007,3,0.617,0.1829,0.3066,3.8,60.8,2,0,1,2023,268300.0
PROP-02651,South,Home Ownership,52.326115,4.891066,4.89,2,68.2,0.8146,58,0.8513,0.003468,3,0.5055,0.2697,0.0,5.2,57.9,3,1,0,1977,570300.0
PROP-02652,West,Home Ownership,52.388142,4.854449,4.93,4,82.2,0.4556,61,0.7101,0.003203,3,0.5445,0.4471,0.2227,3.5,66.8,5,1,1,1969,399600.0
PROP-02653,Center,Social Rental,52.382657,4.924617,3.58,5,117.6,0.1175,22,0.9034,0.004561,4,0.7646,0.4123,0.4085,9.6,50.3,3,0,0,2016,378800.0
PROP-02654,North,Social Rental,52.403609,4.926659,5.13,4,98.4,0.6466,14,0.4872,0.00379,2,0.2195,0.1179,0.34,4.3,65.7,3,1,1,2022,276200.0
PROP-02655,East,Private Rental,52.37116,4.928299,3.7,3,73.5,0.9024,20,0.7341,0.004306,4,0.6373,0.1157,0.2546,7.9,40.3,3,1,1,2019,541700.0
PROP-02656,North,Private Rental,52.399816,4.884978,3.49,3,88.4,0.7326,21,0.4231,0.003069,2,0.5656,0.3566,0.2258,2.5,55.0,2,1,1,2019,402100.0
PROP-02657,West,Home Ownership,52.369928,4.833211,6.86,3,81.5,0.3597,26,0.678,0.003986,4,0.1895,0.4612,0.2207,5.9,47.4,2,1,1,2000,374500.0
PROP-02658,South,Social Rental,52.340675,4.868272,4.4,3,63.7,0.8779,20,0.7613,0.004316,3,0.3327,0.4122,0.0795,8.1,52.5,3,1,1,2015,383700.0
PROP-02659,East,Private Rental,52.35964,4.940689,5.2,2,70.4,0.8051,31,0.5742,0.004112,4,0.2168,0.4586,0.136,1.0,63.2,5,0,1,1997,435700.0
PROP-02660,East,Social Rental,52.35396,4.935349,4.82,2,53.2,0.6567,50,0.5497,0.003763,4,0.4395,0.1713,0.3003,2.7,53.6,6,1,0,1976,265000.0
PROP-02661,South,Social Rental,52.341614,4.905839,3.37,4,112.0,0.3509,32,0.9057,0.004858,4,0.5504,0.2546,0.22,4.7,32.5,5,1,0,2011,347900.0
PROP-02662,North,Home Ownership,52.379167,4.915862,2.53,3,88.5,0.4891,21,0.4499,0.003028,3,0.7099,0.3627,0.2098,3.2,59.1,4,1,1,2007,344800.0
PROP-02663,North,Social Rental,52.410673,4.905294,4.66,3,72.3,0.8241,10,0.3483,0.003461,3,0.4695,0.2274,0.2473,2.5,55.8,2,1,1,2021,265800.0
PROP-02664,North,Home Ownership,52.416558,4.918604,5.79,4,85.2,0.3968,4,0.3828,0.003716,3,0.3042,0.4547,0.2186,2.5,65.2,3,1,0,2024,327800.0
PROP-02665,West,Private Rental,52.369397,4.856241,4.3,2,51.5,0.5252,1,0.629,0.003772,3,0.2556,0.0649,0.1967,3.3,56.9,1,0,1,2024,385600.0
PROP-02666,East,Social Rental,52.356757,4.922932,3.43,4,126.1,0.5711,43,0.679,0.003772,4,0.5346,0.4241,0.242,5.5,45.9,4,1,0,1982,344800.0
PROP-02667,West,Social Rental,52.374144,4.831561,7.06,3,83.2,0.6322,54,0.7739,0.003635,3,0.0752,0.2117,0.0,7.7,55.8,7,1,1,1970,267700.0
PROP-02668,North,Home Ownership,52.398216,4.901534,3.21,4,129.7,0.1789,27,0.5105,0.00343,2,0.3991,0.3171,0.1343,2.9,53.3,2,0,0,2024,335000.0
PROP-02669,South,Social Rental,52.335521,4.86745,4.9,3,82.3,0.2972,31,0.6599,0.0044,4,0.4167,0.2254,0.0633,4.1,44.5,5,1,0,2014,289400.0
PROP-02670,Center,Home Ownership,52.353583,4.903058,2.03,3,96.8,0.6139,21,1.0,0.004458,4,0.7087,0.6098,0.3265,6.9,46.5,3,1,1,2008,798700.0
PROP-02671,West,Social Rental,52.387737,4.83444,7.0,2,52.9,0.1154,2,0.5141,0.004139,3,0.0362,0.4418,0.2321,4.8,71.7,2,0,0,2024,211900.0
PROP-02672,South,Social Rental,52.345958,4.858976,4.81,4,112.1,0.2038,16,0.8034,0.004034,3,0.3136,0.3734,0.1414,6.8,43.7,3,1,1,2018,340700.0
PROP-02673,North,Social Rental,52.404032,4.898632,3.8,2,77.0,0.659,49,0.5075,0.004325,2,0.5806,0.6244,0.4162,4.8,42.1,7,1,1,1978,226600.0
PROP-02674,South,Home Ownership,52.356905,4.890513,1.54,5,160.8,0.8035,11,0.7481,0.00434,3,0.7405,0.5632,0.3348,8.7,57.2,4,1,0,2023,1087400.0
PROP-02675,South,Home Ownership,52.322395,4.906498,5.44,2,79.2,0.0916,7,0.6709,0.004101,4,0.4358,0.076,0.141,7.4,67.7,2,0,0,2021,374100.0
PROP-02676,West,Home Ownership,52.353205,4.822237,8.29,5,99.6,0.3769,15,0.639,0.003427,4,0.0,0.4424,0.2593,4.0,70.5,5,1,1,2014,421300.0
PROP-02677,South,Home Ownership,52.334886,4.87739,4.36,5,133.5,0.7439,18,0.8527,0.004329,4,0.3945,0.334,0.1953,3.5,55.4,4,0,1,2017,985000.0
PROP-02678,South,Social Rental,52.338649,4.867725,4.61,3,74.7,0.6445,4,0.8879,0.003855,4,0.4582,0.0584,0.3371,6.7,60.0,2,0,1,2024,366900.0
PROP-02679,East,Home Ownership,52.340118,4.927526,4.9,5,150.1,0.6115,14,0.6392,0.004074,4,0.3778,0.0,0.3576,4.8,45.0,4,1,1,2010,750800.0
PROP-02680,West,Social Rental,52.36852,4.844208,5.64,3,66.3,0.4087,58,0.6969,0.003907,4,0.2748,0.3828,0.0772,5.7,53.3,5,1,1,1985,240800.0
PROP-02681,East,Social Rental,52.357038,4.927589,3.89,4,111.4,0.291,1,0.764,0.0043,3,0.5483,0.3113,0.209,7.2,51.0,2,1,0,2024,341700.0
PROP-02682,West,Social Rental,52.382204,4.847701,5.42,3,93.5,0.9097,37,0.5664,0.003961,3,0.3018,0.43,0.1818,4.1,58.1,5,1,0,2018,322000.0
PROP-02683,West,Private Rental,52.357109,4.861275,4.01,3,95.9,0.6107,15,0.6225,0.003803,3,0.5868,0.4842,0.3616,6.1,47.4,3,1,0,2024,436400.0
PROP-02684,Center,Home Ownership,52.354937,4.89458,1.67,4,95.9,0.5863,15,1.0,0.004737,4,0.8514,0.426,0.2222,8.6,49.7,4,0,1,2009,798500.0
PROP-02685,South,Social Rental,52.328289,4.875006,5.13,5,166.2,0.02,53,0.8327,0.004172,4,0.2631,0.0,0.2224,8.8,59.2,4,1,0,1982,345100.0
PROP-02686,South,Social Rental,52.375786,4.863493,3.56,3,81.6,0.6177,13,0.671,0.003879,4,0.543,0.4636,0.2426,6.6,50.9,3,0,0,2023,358700.0
PROP-02687,West,Home Ownership,52.362393,4.867116,3.21,3,88.5,0.7515,1,0.5823,0.00414,3,0.7683,0.3372,0.458,7.1,50.7,1,0,1,2024,573500.0
PROP-02688,Center,Private Rental,52.365877,4.907778,1.49,5,137.1,0.8232,54,0.9167,0.004246,4,0.6772,0.6564,0.159,4.2,42.8,3,1,1,1975,810700.0
PROP-02689,West,Social Rental,52.361693,4.863353,3.63,4,102.5,0.9892,8,0.5348,0.003555,3,0.4817,0.05,0.262,6.5,50.3,1,1,1,2018,388800.0
PROP-02690,East,Social Rental,52.372442,4.956064,6.78,2,53.5,0.9173,51,0.7564,0.004053,3,0.3093,0.5504,0.3388,6.4,62.6,6,0,0,1997,273400.0
PROP-02691,South,Social Rental,52.34638,4.87875,3.18,2,68.5,0.4984,5,0.7411,0.003959,4,0.7208,0.2291,0.1598,5.9,46.3,1,1,0,2020,343000.0
PROP-02692,East,Private Rental,52.379751,4.951315,6.34,2,56.0,0.863,7,0.5993,0.004126,3,0.0025,0.6848,0.1704,8.7,54.5,3,1,0,2019,426700.0
PROP-02693,South,Social Rental,52.33981,4.88116,3.69,4,89.0,0.6961,17,0.5713,0.004226,4,0.5463,0.3655,0.1348,4.7,49.4,2,1,1,2015,429200.0
PROP-02694,West,Private Rental,52.391425,4.846494,5.89,3,85.5,0.9416,9,0.5666,0.003725,2,0.2626,0.0,0.3482,2.4,58.2,3,0,1,2024,473800.0
PROP-02695,West,Home Ownership,52.388509,4.824548,8.09,3,87.8,0.5257,107,0.4531,0.003622,4,0.0284,0.2273,0.1759,5.8,48.8,4,1,1,1929,320700.0
PROP-02696,West,Social Rental,52.373781,4.853232,4.66,3,87.5,0.2299,10,0.6914,0.003617,2,0.3617,0.5616,0.3678,5.1,52.4,3,1,1,2024,254400.0
PROP-02697,East,Private Rental,52.393309,4.927085,4.4,3,86.5,0.6993,5,0.6618,0.003992,3,0.4649,0.4558,0.1768,4.4,57.0,1,0,0,2020,478000.0
PROP-02698,East,Home Ownership,52.359638,4.963049,7.64,5,134.2,0.3968,68,0.8435,0.003597,4,0.0,0.3563,0.2487,6.8,50.0,7,1,0,1958,615300.0
PROP-02699,North,Home Ownership,52.40161,4.928491,5.11,3,78.8,0.2215,6,0.4443,0.003807,3,0.2736,0.174,0.0358,3.2,63.4,3,0,0,2024,281200.0
PROP-02700,East,Social Rental,52.365729,4.955043,6.68,5,155.0,0.2623,2,0.7319,0.003971,3,0.1423,0.0654,0.0,4.3,70.6,1,1,1,2022,363600.0
PROP-02701,South,Social Rental,52.352226,4.876605,2.84,3,87.0,0.3058,1,0.9027,0.004012,4,0.6329,0.0421,0.3213,6.3,46.5,2,1,0,2024,328800.0
PROP-02702,East,Home Ownership,52.380106,4.938187,4.92,3,92.3,0.491,45,0.6712,0.003902,4,0.2505,0.1322,0.3015,3.4,49.8,6,0,1,1985,380400.0
PROP-02703,West,Social Rental,52.356318,4.814601,9.05,2,51.7,0.0885,64,0.5466,0.004468,4,0.0,0.2847,0.2009,6.3,50.9,6,1,0,1963,177900.0
PROP-02704,South,Home Ownership,52.31943,4.858511,6.92,4,94.8,0.0452,5,0.7985,0.005099,4,0.2163,0.2338,0.2199,7.0,58.6,2,1,0,2020,440500.0
PROP-02705,East,Social Rental,52.362155,4.899256,0.99,4,124.3,0.8397,70,0.6864,0.004109,3,0.7741,0.3782,0.2171,3.9,52.0,7,0,0,1968,357700.0
PROP-02706,South,Social Rental,52.335134,4.906254,4.07,5,117.5,0.5577,29,0.7559,0.004588,4,0.5118,0.0857,0.0927,6.5,47.7,2,1,1,2016,439300.0
PROP-02707,South,Social Rental,52.357424,4.89597,1.4,2,58.8,0.0599,74,0.759,0.004136,5,0.8112,0.2391,0.1771,3.3,46.5,6,1,0,1959,233000.0
PROP-02708,South,Private Rental,52.322488,4.900532,5.31,4,122.1,0.6184,13,0.8698,0.003884,4,0.2164,0.4363,0.1641,4.1,67.4,3,0,0,2013,615300.0
PROP-02709,Center,Private Rental,52.387684,4.935622,4.92,3,110.1,0.9652,37,0.9346,0.004237,4,0.4182,0.1261,0.085,7.0,57.5,5,0,1,1991,729200.0
PROP-02710,East,Home Ownership,52.380247,4.957387,7.02,3,93.4,0.8782,52,0.6211,0.004081,3,0.0719,0.036,0.0689,6.6,67.1,3,0,1,1979,540200.0
PROP-02711,West,Private Rental,52.367994,4.819989,8.33,4,102.2,0.7084,10,0.5138,0.003651,4,0.0511,0.3726,0.3387,8.0,65.9,2,1,1,2015,490000.0
PROP-02712,North,Home Ownership,52.417294,4.910763,5.53,4,132.7,0.9188,1,0.5265,0.003087,3,0.1069,0.3253,0.2678,5.6,58.4,3,0,1,2024,673700.0
PROP-02713,Center,Social Rental,52.342716,4.860419,4.89,2,72.8,0.1217,12,1.0,0.004743,4,0.3214,0.1634,0.2124,6.2,62.7,4,0,1,2013,287300.0
PROP-02714,West,Home Ownership,52.393506,4.842261,6.41,5,130.5,0.9495,6,0.6643,0.004009,3,0.2359,0.5506,0.2767,4.9,57.8,2,0,1,2024,906900.0
PROP-02715,East,Social Rental,52.366136,4.92506,3.36,4,93.6,0.5852,63,0.6486,0.003846,4,0.4715,0.3132,0.3543,2.6,55.2,6,1,0,1964,310500.0
PROP-02716,South,Home Ownership,52.341333,4.856785,5.3,5,101.6,0.2216,1,0.8336,0.003438,4,0.2691,0.3834,0.0,7.8,49.9,3,0,0,2024,519800.0
PROP-02717,North,Social Rental,52.411855,4.904424,4.76,4,136.0,0.2668,44,0.3817,0.003666,3,0.4473,0.3146,0.2323,3.4,52.8,4,1,0,1991,242400.0
PROP-02718,North,Home Ownership,52.382339,4.881938,1.99,5,154.5,0.6443,1,0.5145,0.00346,3,0.7843,0.6525,0.2452,3.5,50.8,1,1,1,2024,643100.0
PROP-02719,South,Social Rental,52.32974,4.936178,6.39,3,91.3,0.2146,120,0.707,0.003796,4,0.3214,0.207,0.2845,4.7,54.6,4,1,0,1918,256100.0
PROP-02720,Center,Social Rental,52.378148,4.89704,0.93,2,65.4,0.9475,82,0.8635,0.004641,4,0.907,0.5364,0.186,7.5,39.0,3,1,1,1950,392700.0
PROP-02721,West,Private Rental,52.367644,4.843746,5.7,4,132.8,0.8298,33,0.6095,0.003513,3,0.2558,0.3439,0.0,6.0,40.3,6,0,0,1993,527400.0
PROP-02722,North,Private Rental,52.404936,4.891798,3.89,3,75.1,0.8719,40,0.4794,0.003746,3,0.7641,0.3473,0.2903,3.8,41.6,3,1,1,1984,412100.0
PROP-02723,East,Home Ownership,52.362999,4.92773,3.72,3,68.2,0.6501,52,0.5957,0.003679,3,0.4695,0.1437,0.3435,6.1,60.0,7,1,1,1990,368100.0
PROP-02724,East,Home Ownership,52.37158,4.924051,3.23,4,74.2,0.2877,69,0.5878,0.004006,3,0.675,0.2241,0.286,4.1,57.3,3,1,1,1964,395000.0
PROP-02725,East,Social Rental,52.370327,4.939195,4.91,4,101.2,0.0442,3,0.7214,0.004236,4,0.5831,0.0678,0.1714,5.9,62.5,1,1,1,2024,296000.0
PROP-02726,East,Social Rental,52.382122,4.949629,6.21,3,82.0,0.5806,43,0.759,0.003478,4,0.3459,0.2401,0.043,10.0,70.2,5,0,0,1987,287800.0
PROP-02727,West,Home Ownership,52.372669,4.83129,7.08,2,68.6,0.8395,42,0.5237,0.00407,3,0.0551,0.2039,0.1975,6.1,43.0,6,1,1,1983,468300.0
PROP-02728,North,Home Ownership,52.399887,4.91312,3.88,5,160.1,0.5525,23,0.4866,0.003959,3,0.614,0.741,0.269,3.9,49.8,4,0,0,2007,574400.0
PROP-02729,West,Social Rental,52.37331,4.86915,2.89,2,53.5,0.4819,1,0.5569,0.00365,3,0.6453,0.1532,0.332,4.8,54.1,1,1,1,2024,267500.0
PROP-02730,West,Private Rental,52.379928,4.881457,1.86,3,80.9,0.5416,22,0.6021,0.003619,3,0.674,0.3097,0.1349,4.6,41.7,2,0,1,2009,438200.0
PROP-02731,East,Home Ownership,52.37115,4.914722,2.19,5,134.4,0.8485,18,0.5652,0.003829,3,0.665,0.2948,0.156,4.9,37.0,3,0,1,2024,926200.0
PROP-02732,East,Home Ownership,52.356688,4.979957,9.55,2,54.5,0.8499,17,0.4941,0.004283,4,0.0,0.1367,0.0442,5.5,67.9,3,0,1,2007,480400.0
PROP-02733,South,Home Ownership,52.340255,4.886215,3.44,3,99.8,0.5939,3,0.7883,0.004119,4,0.8246,0.0121,0.1592,7.5,41.9,1,1,0,2024,711700.0
